k,inertia,silhouette,calinski_harabasz,davies_bouldin,ARI,NMI
2,92121.04059125479,0.27532234223527685,1072.285427009879,1.5619148933115152,0.1922742115937977,0.19748498864328884
3,78448.05821656698,0.2956101125119991,1014.7210270512833,1.442141183661022,0.1699565223219277,0.17008939984829713
4,74666.0063151381,0.14010471215327497,785.2146483434489,2.2800661252390153,0.3387661736309097,0.24989538506758027
5,71254.02155361873,0.10652739245155117,669.8739402890436,2.150447595217907,0.1736161011242933,0.16348037171823018
6,68586.60465596212,0.10088131307232623,590.978770412331,2.065700533686931,0.12625866467674113,0.15439471081757006
7,65853.34223329241,0.10067116448718202,543.3607639178207,2.0935908039375852,0.10274980522625983,0.1495814287915382
8,63676.779607600125,0.09992135152237656,503.1116294725221,2.107206667027355,0.1559319640514798,0.19141168236352699
