criterion,max_depth,min_samples_split,min_samples_leaf,ccp_alpha,class_weight,tree_depth,leaf_count,val_accuracy,val_f1,val_roc_auc
gini,8.0,10,5,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,8.0,10,10,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,2,1,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,2,2,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,2,5,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,2,10,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,5,1,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,5,2,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,5,5,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,5,10,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,10,1,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,10,2,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,10,5,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,10.0,10,10,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,2,1,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,2,2,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,2,5,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,2,10,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,5,1,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,5,2,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,5,5,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,5,10,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,10,1,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,10,2,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,10,5,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,12.0,10,10,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,,2,1,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,,2,2,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,,2,5,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,,2,10,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,,5,1,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,,5,2,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,,5,5,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,,5,10,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
gini,,10,1,0.003,balanced,3,6,0.8257918552036199,0.749185667752443,0.8723239436619717
